id_vehicule,marque,modele,annee_circulation,date_circulation,carburant,usage,km_actuel,km_moyen_annuel,date_derniere_revision,km_derniere_revision,jours_depuis_derniere_revision,km_depuis_derniere_revision,nb_revisions_effectuees,intervalle_recommande_jours,intervalle_recommande_km,condition_vehicule,nb_pannes_historique,age_vehicule,taux_utilisation_km,taux_utilisation_jours,revisions_par_an
VEH02870,Seat,Leon,2012,2012-08-23,Essence,Flotte,263644,21310,2025-09-05,244363,96,19281,14,310,10500,8,2,12,183.63,30.97,1.17
VEH02871,Toyota,C-HR,2022,2022-01-03,Essence,Personnel,42182,17094,2025-02-02,24973,311,17209,1,365,15000,6,0,2,114.73,85.21,0.5
VEH02872,BMW,X3,2020,2020-11-25,Essence,Personnel,114201,27657,2025-06-27,97980,166,16221,3,365,15000,9,1,4,108.14,45.48,0.75
VEH02873,Audi,Q2,2022,2022-10-22,Essence,Personnel,30057,11672,2024-10-08,22577,428,7480,2,365,15000,8,0,2,49.87,117.26,1.0
VEH02874,BMW,X3,2013,2013-12-27,Hybride,Professionnel,300922,26642,2025-04-09,289672,245,11250,11,328,12000,4,0,11,93.75,74.7,1.0
VEH02875,BMW,Série 1,2016,2016-08-24,Diesel,Personnel,139240,16705,2025-05-01,116303,223,22937,6,365,20000,6,1,8,114.68,61.1,0.75
VEH02876,Hyundai,Kona,2014,2014-09-15,Essence,Professionnel,177627,17245,2025-04-14,155730,240,21897,10,328,12000,5,0,10,182.48,73.17,1.0
VEH02877,BMW,X5,2018,2018-05-07,Diesel,Personnel,154435,25597,2025-05-24,139766,200,14669,6,365,20000,6,0,6,73.34,54.79,1.0
VEH02878,Renault,Arkana,2011,2011-10-07,Diesel,Personnel,133446,10017,2025-07-23,117494,140,15952,12,365,20000,6,0,13,79.76,38.36,0.92
VEH02879,Opel,Grandland,2019,2019-10-07,Essence,Personnel,77594,14908,2025-07-31,53370,132,24224,4,365,15000,9,0,5,161.49,36.16,0.8
VEH02880,Renault,Captur,2020,2020-07-17,Diesel,Personnel,54827,12345,2024-10-18,37183,418,17644,4,365,20000,8,1,4,88.22,114.52,1.0
VEH02881,Renault,Megane,2019,2019-11-09,Diesel,Personnel,134968,25985,2025-07-24,117238,139,17730,5,365,20000,9,0,5,88.65,38.08,1.0
VEH02882,Opel,Astra,2014,2014-12-12,Électrique,Professionnel,124446,12004,2025-08-04,103750,128,20696,7,657,24000,7,0,10,86.23,19.48,0.7
VEH02883,Toyota,Aygo,2016,2016-06-01,Hybride,Professionnel,134340,16005,2025-01-01,123267,343,11073,7,328,12000,6,1,8,92.28,104.57,0.88
VEH02884,Renault,Captur,2015,2015-08-23,Hybride,Personnel,271797,29632,2024-11-24,253986,381,17811,8,365,15000,7,1,9,118.74,104.38,0.89
VEH02885,Nissan,Juke,2013,2013-05-21,Diesel,Professionnel,203452,18461,2025-06-04,193338,189,10114,8,328,16000,5,0,11,63.21,57.62,0.73
VEH02886,Seat,Tarraco,2012,2012-08-06,Essence,Professionnel,122856,9643,2025-07-14,103962,149,18894,11,328,12000,6,0,12,157.45,45.43,0.92
VEH02887,Nissan,Juke,2016,2016-03-20,Essence,Personnel,131484,16407,2025-08-20,110590,112,20894,9,365,15000,10,0,8,139.29,30.68,1.12
VEH02888,Ford,Puma,2015,2015-01-13,Diesel,Personnel,242327,26763,2025-08-06,221348,126,20979,10,365,20000,7,0,9,104.9,34.52,1.11
VEH02889,Citroën,Berlingo,2022,2022-12-19,Essence,Professionnel,48327,23530,2025-01-16,40005,328,8322,1,328,12000,6,1,2,69.35,100.0,0.5
VEH02890,Seat,Tarraco,2022,2022-02-17,Diesel,Flotte,59253,25881,2025-01-20,43633,324,15620,2,310,14000,7,1,2,111.57,104.52,1.0
VEH02891,Seat,Tarraco,2013,2013-06-15,Hybride,Professionnel,204129,18517,2025-03-05,192080,280,12049,8,328,12000,6,1,11,100.41,85.37,0.73
VEH02892,Renault,Arkana,2013,2013-05-15,Essence,Flotte,224636,20105,2025-11-03,201566,37,23070,10,310,10500,8,0,11,219.71,11.94,0.91
VEH02893,Citroën,Berlingo,2012,2012-05-27,Électrique,Personnel,229757,18955,2025-07-08,214119,155,15638,9,730,30000,5,0,12,52.13,21.23,0.75
VEH02894,Hyundai,Tucson,2022,2022-07-20,Diesel,Personnel,26476,13558,2024-12-26,16286,349,10190,2,365,20000,8,0,2,50.95,95.62,1.0
VEH02895,Nissan,Juke,2013,2013-05-13,Électrique,Professionnel,224066,20550,2024-10-16,201612,420,22454,9,657,24000,5,1,11,93.56,63.93,0.82
VEH02896,Renault,Kadjar,2010,2010-04-19,Diesel,Professionnel,351327,25219,2025-11-04,334861,36,16466,10,328,16000,5,0,14,102.91,10.98,0.71
VEH02897,Mercedes,Classe B,2022,2022-12-03,Essence,Personnel,24627,13810,2025-09-04,17206,97,7421,1,365,15000,9,0,2,49.47,26.58,0.5
VEH02898,Skoda,Kodiaq,2015,2015-07-09,Essence,Personnel,266355,29772,2025-03-05,253353,280,13002,9,365,15000,5,0,9,86.68,76.71,1.0
VEH02899,Kia,Picanto,2012,2012-09-11,Hybride,Professionnel,328955,27571,2025-06-15,312829,178,16126,12,328,12000,7,1,12,134.38,54.27,1.0
VEH02900,Nissan,Juke,2021,2021-08-18,Essence,Professionnel,47022,13584,2025-10-31,34235,40,12787,3,328,12000,9,0,3,106.56,12.2,1.0
VEH02901,Seat,Ibiza,2020,2020-11-04,Diesel,Personnel,118886,29312,2025-09-10,98195,91,20691,4,365,20000,8,1,4,103.46,24.93,1.0
VEH02902,Kia,Picanto,2013,2013-09-12,Diesel,Personnel,237468,21001,2025-02-06,229257,307,8211,8,365,20000,4,0,11,41.06,84.11,0.73
VEH02903,Peugeot,Rifter,2012,2012-12-01,Essence,Personnel,142868,11541,2025-06-29,139461,164,3407,12,365,15000,6,0,12,22.71,44.93,1.0
VEH02904,Opel,Mokka,2018,2018-09-13,Diesel,Professionnel,130241,21213,2025-01-15,118500,329,11741,4,328,16000,8,1,6,73.38,100.3,0.67
VEH02905,Peugeot,308,2020,2020-07-15,Électrique,Personnel,121912,29889,2025-01-24,116577,320,5335,3,730,30000,6,0,4,17.78,43.84,0.75
VEH02906,Skoda,Kamiq,2013,2013-03-24,Électrique,Personnel,135145,11725,2024-12-30,132312,345,2833,8,730,30000,5,0,11,9.44,47.26,0.73
VEH02907,Peugeot,3008,2016,2016-09-25,Diesel,Flotte,109639,13597,2025-07-05,101642,158,7997,10,310,14000,9,0,8,57.12,50.97,1.25
VEH02908,Hyundai,Tucson,2016,2016-03-13,Électrique,Personnel,187274,23617,2025-01-12,177322,332,9952,10,730,30000,9,0,8,33.17,45.48,1.25
VEH02909,Skoda,Kamiq,2012,2012-04-18,Hybride,Personnel,266905,21890,2024-10-17,263616,419,3289,8,365,15000,4,1,12,21.93,114.79,0.67
VEH02910,Hyundai,i30,2020,2020-11-22,Diesel,Professionnel,125263,29649,2024-11-11,105724,394,19539,4,328,16000,8,0,4,122.12,120.12,1.0
VEH02911,Mercedes,Classe A,2018,2018-12-28,Essence,Professionnel,151123,24358,2025-09-23,146665,78,4458,4,328,12000,8,1,6,37.15,23.78,0.67
VEH02912,Renault,Megane,2023,2023-04-23,Essence,Professionnel,12240,9172,2024-09-19,7847,447,4393,1,328,12000,9,0,1,36.61,136.28,1.0
VEH02913,Skoda,Octavia,2014,2014-08-26,Diesel,Personnel,127716,12507,2025-07-12,119725,151,7991,7,365,20000,8,0,10,39.96,41.37,0.7
VEH02914,Ford,Mondeo,2020,2020-04-19,Hybride,Flotte,60264,13828,2024-09-24,44030,442,16234,4,310,10500,8,0,4,154.61,142.58,1.0
VEH02915,Hyundai,i30,2013,2013-09-22,Diesel,Flotte,131301,11388,2025-09-05,112548,96,18753,11,310,14000,7,1,11,133.95,30.97,1.0
VEH02916,Kia,Niro,2018,2018-11-14,Essence,Professionnel,146791,24907,2025-03-31,143490,254,3301,5,328,12000,6,1,6,27.51,77.44,0.83
VEH02917,Nissan,Qashqai,2011,2011-09-20,Essence,Personnel,363493,27729,2025-02-07,353784,306,9709,12,365,15000,4,1,13,64.73,83.84,0.92
VEH02918,Peugeot,508,2013,2013-06-08,Essence,Professionnel,205278,18238,2024-11-27,201410,378,3868,14,328,12000,5,0,11,32.23,115.24,1.27
VEH02919,Renault,Talisman,2018,2018-09-25,Diesel,Personnel,112772,17749,2025-07-09,89191,154,23581,7,365,20000,9,0,6,117.9,42.19,1.17
VEH02920,Audi,Q2,2016,2016-03-25,Hybride,Flotte,83422,10316,2025-02-24,81046,289,2376,7,310,10500,6,0,8,22.63,93.23,0.88
VEH02921,Ford,Puma,2021,2021-06-09,Essence,Personnel,40507,13613,2025-05-25,19414,199,21093,3,365,15000,7,0,3,140.62,54.52,1.0
VEH02922,Hyundai,Tucson,2019,2019-02-12,Essence,Professionnel,86767,17638,2025-02-06,71219,307,15548,3,328,12000,7,1,5,129.57,93.6,0.6
VEH02923,Peugeot,208,2019,2019-07-16,Essence,Professionnel,93173,18112,2025-10-07,69136,64,24037,6,328,12000,10,0,5,200.31,19.51,1.2
VEH02924,Renault,Arkana,2015,2015-12-01,Diesel,Flotte,144322,16251,2025-03-24,134545,261,9777,7,310,14000,5,0,9,69.84,84.19,0.78
VEH02925,Seat,Ateca,2023,2023-09-26,Électrique,Professionnel,20920,23273,2024-12-02,12409,373,8511,1,657,24000,8,0,1,35.46,56.77,1.0
VEH02926,Citroën,C3 Aircross,2011,2011-08-03,Hybride,Personnel,335390,25246,2024-12-31,314706,344,20684,15,365,15000,6,0,13,137.89,94.25,1.15
VEH02927,BMW,Série 3,2023,2023-02-03,Électrique,Personnel,17512,13283,2024-11-12,5119,393,12393,1,730,30000,9,0,1,41.31,53.84,1.0
VEH02928,Peugeot,208,2014,2014-10-27,Électrique,Personnel,148359,14745,2025-10-08,145830,63,2529,7,730,30000,7,2,10,8.43,8.63,0.7
VEH02929,Hyundai,Tucson,2022,2022-10-09,Essence,Professionnel,15164,8863,2025-08-02,0,130,19450,1,328,12000,9,0,2,162.08,39.63,0.5
VEH02930,BMW,X5,2011,2011-11-02,Essence,Personnel,122080,9459,2025-10-27,103670,44,18410,11,365,15000,6,1,13,122.73,12.05,0.85
VEH02931,Citroën,C3 Aircross,2014,2014-07-03,Diesel,Personnel,226524,21913,2025-02-22,209104,291,17420,10,365,20000,5,2,10,87.1,79.73,1.0
VEH02932,Opel,Mokka,2019,2019-08-28,Électrique,Personnel,42194,8352,2024-12-25,35988,350,6206,5,730,30000,6,0,5,20.69,47.95,1.0
VEH02933,Hyundai,i30,2014,2014-05-05,Essence,Personnel,111940,11423,2025-05-04,98104,220,13836,7,365,15000,4,0,10,92.24,60.27,0.7
VEH02934,Renault,Talisman,2014,2014-02-07,Essence,Professionnel,120800,11996,2025-06-11,106795,182,14005,10,328,12000,6,0,10,116.71,55.49,1.0
VEH02935,Kia,Ceed,2020,2020-11-05,Hybride,Flotte,69185,15602,2025-06-01,53316,192,15869,3,310,10500,7,0,4,151.13,61.94,0.75
VEH02936,Kia,Picanto,2021,2021-09-26,Diesel,Personnel,89134,27657,2025-02-05,68971,308,20163,3,365,20000,7,0,3,100.82,84.38,1.0
VEH02937,Hyundai,Kona,2024,2024-06-28,Diesel,Personnel,567,10082,2025-03-19,0,266,17741,1,365,20000,7,0,0,88.7,72.88,1.0
VEH02938,Opel,Astra,2019,2019-08-21,Diesel,Personnel,143808,28835,2025-11-09,132708,31,11100,4,365,20000,8,0,5,55.5,8.49,0.8
VEH02939,BMW,X5,2018,2018-07-17,Hybride,Personnel,72178,10768,2024-11-18,55228,387,16950,4,365,15000,7,0,6,113.0,106.03,0.67
VEH02940,Toyota,Aygo,2020,2020-07-25,Diesel,Personnel,70508,18213,2025-07-27,47983,136,22525,4,365,20000,9,0,4,112.62,37.26,1.0
VEH02941,Opel,Astra,2024,2024-10-04,Hybride,Professionnel,7445,25672,2025-06-17,0,176,9812,1,328,12000,10,0,0,81.77,53.66,1.0
VEH02942,Opel,Astra,2022,2022-04-19,Diesel,Personnel,32312,13986,2025-10-20,8218,51,24094,2,365,20000,9,0,2,120.47,13.97,1.0
VEH02943,Audi,Q5,2010,2010-03-02,Essence,Personnel,334203,23343,2025-10-23,320567,48,13636,12,365,15000,6,0,14,90.91,13.15,0.86
VEH02944,BMW,X5,2020,2020-06-24,Essence,Flotte,76700,19028,2024-12-21,64228,354,12472,4,310,10500,8,0,4,118.78,114.19,1.0
VEH02945,Ford,EcoSport,2019,2019-11-14,Électrique,Personnel,119382,22943,2024-12-08,100889,367,18493,5,730,30000,5,1,5,61.64,50.27,1.0
VEH02946,Hyundai,i30,2022,2022-02-25,Hybride,Personnel,15684,9025,2025-04-11,9102,243,6582,1,365,15000,7,0,2,43.88,66.58,0.5
VEH02947,Toyota,Yaris,2011,2011-03-10,Diesel,Personnel,274200,21190,2024-12-13,257665,362,16535,14,365,20000,5,0,13,82.68,99.18,1.08
VEH02948,Renault,Talisman,2014,2014-09-14,Diesel,Flotte,218891,21397,2025-10-20,199793,51,19098,7,310,14000,7,1,10,136.41,16.45,0.7
VEH02949,Mercedes,GLC,2010,2010-12-09,Essence,Professionnel,376232,26446,2025-05-02,358831,222,17401,18,328,12000,4,0,14,145.01,67.68,1.29
VEH02950,Volkswagen,Polo,2015,2015-08-25,Essence,Professionnel,87533,9540,2024-12-28,75908,347,11625,8,328,12000,7,0,9,96.88,105.79,0.89
VEH02951,Nissan,X-Trail,2022,2022-09-19,Diesel,Professionnel,61121,28105,2024-12-29,50721,346,10400,1,328,16000,9,0,2,65.0,105.49,0.5
VEH02952,Mercedes,Classe C,2018,2018-02-26,Électrique,Personnel,143476,23205,2025-01-15,121986,329,21490,6,730,30000,7,1,6,71.63,45.07,1.0
VEH02953,Opel,Astra,2014,2014-08-01,Électrique,Professionnel,178210,17257,2025-09-29,172761,72,5449,7,657,24000,8,3,10,22.7,10.96,0.7
VEH02954,Mercedes,Classe C,2012,2012-04-03,Hybride,Personnel,202773,16660,2024-12-13,188356,362,14417,14,365,15000,5,1,12,96.11,99.18,1.17
VEH02955,Seat,Ateca,2010,2010-01-08,Essence,Professionnel,237383,16887,2024-11-07,220301,398,17082,11,328,12000,4,2,14,142.35,121.34,0.79
VEH02956,Toyota,RAV4,2010,2010-12-11,Essence,Personnel,211544,14880,2025-09-21,199216,80,12328,11,365,15000,6,0,14,82.19,21.92,0.79
VEH02957,Mercedes,Classe A,2020,2020-02-04,Essence,Personnel,107018,27394,2025-01-07,100513,337,6505,3,365,15000,7,0,4,43.37,92.33,0.75
VEH02958,Volkswagen,Golf,2022,2022-01-12,Essence,Personnel,24318,12213,2025-10-23,203,48,24115,2,365,15000,10,0,2,160.77,13.15,1.0
VEH02959,Volkswagen,Touran,2022,2022-06-27,Essence,Professionnel,35301,14559,2025-07-18,11354,145,23947,1,328,12000,9,0,2,199.56,44.21,0.5
VEH02960,Nissan,Juke,2020,2020-10-19,Diesel,Professionnel,114192,28024,2025-07-15,107550,148,6642,4,328,16000,9,1,4,41.51,45.12,1.0
VEH02961,Volkswagen,Passat,2022,2022-06-18,Hybride,Personnel,29683,13053,2025-03-04,23514,281,6169,1,365,15000,9,0,2,41.13,76.99,0.5
VEH02962,Opel,Insignia,2014,2014-01-06,Diesel,Personnel,141938,14275,2025-08-23,128557,109,13381,11,365,20000,9,0,10,66.9,29.86,1.1
VEH02963,Hyundai,Tucson,2024,2024-11-06,Essence,Professionnel,5484,24645,2025-11-15,0,25,13012,1,328,12000,10,0,0,108.43,7.62,1.0
VEH02964,Ford,Fiesta,2019,2019-11-21,Hybride,Professionnel,114370,22780,2025-05-30,103875,194,10495,6,328,12000,8,0,5,87.46,59.15,1.2
VEH02965,Toyota,C-HR,2017,2017-05-10,Hybride,Personnel,124992,16961,2025-05-15,114324,209,10668,6,365,15000,6,1,7,71.12,57.26,0.86
VEH02966,Audi,A3,2016,2016-10-18,Diesel,Personnel,197183,24745,2025-05-15,185430,209,11753,9,365,20000,8,1,8,58.76,57.26,1.12
VEH02967,Toyota,C-HR,2019,2019-04-26,Hybride,Personnel,134916,26431,2025-01-01,123405,343,11511,5,365,15000,6,0,5,76.74,93.97,1.0
VEH02968,Seat,Arona,2010,2010-08-06,Hybride,Personnel,278503,19811,2024-10-12,264896,424,13607,10,365,15000,3,0,14,90.71,116.16,0.71
VEH02969,Seat,Tarraco,2023,2023-04-05,Diesel,Personnel,29860,28717,2025-04-05,26842,249,3018,1,365,20000,9,0,1,15.09,68.22,1.0
VEH02970,Kia,Picanto,2021,2021-08-10,Hybride,Personnel,42822,14595,2024-12-14,27904,361,14918,2,365,15000,7,0,3,99.45,98.9,0.67
VEH02971,Nissan,Leaf,2014,2014-04-22,Essence,Personnel,294739,28795,2025-03-15,275334,270,19405,7,365,15000,5,0,10,129.37,73.97,0.7
VEH02972,Nissan,Qashqai,2016,2016-02-26,Diesel,Personnel,201595,24363,2025-07-18,180921,145,20674,10,365,20000,9,0,8,103.37,39.73,1.25
VEH02973,Hyundai,Santa Fe,2015,2015-08-24,Hybride,Professionnel,220435,24615,2025-09-03,203735,98,16700,8,328,12000,8,0,9,139.17,29.88,0.89
VEH02974,Seat,Leon,2017,2017-12-04,Électrique,Personnel,178104,25337,2025-09-24,171351,77,6753,4,730,30000,9,2,7,22.51,10.55,0.57
VEH02975,Audi,Q2,2024,2024-03-16,Électrique,Personnel,0,20696,2025-04-08,0,246,15390,1,730,30000,9,0,0,51.3,33.7,1.0
VEH02976,Mercedes,Classe B,2024,2024-07-11,Essence,Personnel,3006,29750,2025-10-11,0,60,4646,1,365,15000,10,0,0,30.97,16.44,1.0
VEH02977,BMW,Série 1,2012,2012-12-28,Essence,Personnel,153326,12301,2024-11-28,131564,377,21762,13,365,15000,5,1,12,145.08,103.29,1.08
VEH02978,Kia,Sorento,2021,2021-03-15,Essence,Personnel,70320,21762,2025-03-29,59378,256,10942,2,365,15000,9,0,3,72.95,70.14,0.67
VEH02979,Volkswagen,Arteon,2020,2020-08-07,Diesel,Professionnel,53672,12364,2025-03-09,44596,276,9076,4,328,16000,9,0,4,56.72,84.15,1.0
VEH02980,Peugeot,208,2010,2010-03-13,Essence,Personnel,117667,8046,2025-04-19,110256,235,7411,15,365,15000,6,1,14,49.41,64.38,1.07
VEH02981,Skoda,Kodiaq,2020,2020-07-26,Diesel,Personnel,77540,19248,2025-03-21,73303,264,4237,3,365,20000,6,0,4,21.18,72.33,0.75
VEH02982,Renault,Scenic,2019,2019-09-07,Essence,Professionnel,56841,10146,2025-04-12,47568,242,9273,6,328,12000,9,0,5,77.28,73.78,1.2
VEH02983,Toyota,C-HR,2023,2023-04-04,Électrique,Personnel,19296,12265,2025-04-01,10980,253,8316,1,730,30000,8,1,1,27.72,34.66,1.0
VEH02984,Skoda,Octavia,2020,2020-12-15,Hybride,Professionnel,122909,29949,2025-01-24,99974,320,22935,4,328,12000,8,0,4,191.12,97.56,1.0
VEH02985,Renault,Scenic,2010,2010-08-05,Diesel,Personnel,188732,13663,2025-02-16,165263,297,23469,11,365,20000,4,2,14,117.35,81.37,0.79
VEH02986,Seat,Arona,2015,2015-03-08,Diesel,Professionnel,255361,27536,2024-12-07,242766,368,12595,7,328,16000,7,1,9,78.72,112.2,0.78
VEH02987,Kia,Sorento,2024,2024-10-17,Diesel,Professionnel,2747,23222,2025-10-03,0,68,17081,1,328,16000,9,0,0,106.76,20.73,1.0
VEH02988,Skoda,Kodiaq,2018,2018-09-02,Électrique,Personnel,130363,22219,2025-01-25,119090,319,11273,4,730,30000,6,0,6,37.58,43.7,0.67
VEH02989,Peugeot,308,2024,2024-01-02,Diesel,Personnel,5408,22539,2025-01-14,0,330,19899,1,365,20000,7,0,0,99.5,90.41,1.0
VEH02990,Nissan,Leaf,2015,2015-01-19,Essence,Personnel,178330,19101,2024-11-10,173153,395,5177,9,365,15000,4,0,9,34.51,108.22,1.0
VEH02991,Volkswagen,Passat,2016,2016-10-10,Diesel,Flotte,166208,20889,2025-04-16,158376,238,7832,6,310,14000,5,0,8,55.94,76.77,0.75
VEH02992,Hyundai,i30,2010,2010-05-26,Hybride,Personnel,223326,15404,2025-02-20,212466,293,10860,10,365,15000,3,1,14,72.4,80.27,0.71
VEH02993,Audi,A4,2011,2011-08-13,Diesel,Personnel,222937,16545,2025-08-23,211242,109,11695,13,365,20000,6,0,13,58.48,29.86,1.0
VEH02994,Skoda,Karoq,2017,2017-05-02,Hybride,Professionnel,163398,22470,2024-12-18,143057,357,20341,7,328,12000,7,0,7,169.51,108.84,1.0
VEH02995,Hyundai,Tucson,2018,2018-06-15,Essence,Personnel,108393,16871,2025-10-23,103574,48,4819,7,365,15000,9,0,6,32.13,13.15,1.17
VEH02996,Peugeot,2008,2017,2017-10-08,Diesel,Personnel,212294,29401,2025-04-14,192666,240,19628,6,365,20000,8,1,7,98.14,65.75,0.86
VEH02997,Mercedes,Classe E,2013,2013-02-14,Diesel,Flotte,186703,16715,2024-12-19,162749,356,23954,13,310,14000,7,0,11,171.1,114.84,1.18
VEH02998,Ford,Fiesta,2014,2014-08-01,Diesel,Personnel,173563,17592,2025-03-28,150976,257,22587,7,365,20000,5,0,10,112.94,70.41,0.7
VEH02999,Audi,A6,2012,2012-07-23,Hybride,Professionnel,327078,27316,2024-11-08,323434,397,3644,15,328,12000,7,0,12,30.37,121.04,1.25
VEH03000,Toyota,Corolla,2015,2015-08-04,Électrique,Flotte,116538,12619,2025-05-15,98686,209,17852,7,620,21000,5,0,9,85.01,33.71,0.78
VEH03001,Kia,Sportage,2017,2017-11-17,Essence,Personnel,190855,26877,2024-10-23,169621,413,21234,7,365,15000,7,0,7,141.56,113.15,1.0
VEH03002,Audi,A3,2010,2010-10-18,Essence,Professionnel,114844,8027,2025-03-24,95225,261,19619,10,328,12000,2,1,14,163.49,79.57,0.71
VEH03003,Skoda,Kamiq,2011,2011-04-27,Essence,Personnel,378943,28869,2025-06-10,355505,183,23438,11,365,15000,4,0,13,156.25,50.14,0.85
VEH03004,Opel,Insignia,2019,2019-08-28,Hybride,Personnel,109732,22456,2024-11-18,91403,387,18329,3,365,15000,7,0,5,122.19,106.03,0.6
VEH03005,Seat,Arona,2022,2022-04-08,Hybride,Personnel,42686,22586,2025-11-04,31584,36,11102,2,365,15000,9,0,2,74.01,9.86,1.0
VEH03006,Mercedes,Classe C,2016,2016-09-15,Hybride,Flotte,93426,10701,2024-11-23,70556,382,22870,6,310,10500,5,1,8,217.81,123.23,0.75
VEH03007,Citroën,C3,2024,2024-06-16,Hybride,Personnel,1932,24049,2024-09-30,0,436,2203,1,365,15000,8,0,0,14.69,119.45,1.0
VEH03008,Ford,Focus,2014,2014-09-24,Essence,Personnel,245699,24366,2025-10-27,234719,44,10980,12,365,15000,8,0,10,73.2,12.05,1.2
VEH03009,Opel,Mokka,2018,2018-08-06,Hybride,Personnel,130625,21705,2024-12-03,120164,372,10461,6,365,15000,7,2,6,69.74,101.92,1.0
VEH03010,Opel,Mokka,2023,2023-09-27,Hybride,Personnel,12226,13217,2025-06-23,0,170,20454,1,365,15000,10,0,1,136.36,46.58,1.0
VEH03011,Citroën,C4 Cactus,2021,2021-01-10,Diesel,Flotte,56226,16949,2025-07-21,42721,142,13505,2,310,14000,10,0,3,96.46,45.81,0.67
VEH03012,Mercedes,Classe A,2021,2021-08-21,Essence,Personnel,64740,20447,2025-11-27,53018,13,11722,3,365,15000,10,0,3,78.15,3.56,1.0
VEH03013,Audi,Q2,2023,2023-12-10,Diesel,Professionnel,24354,20143,2024-12-31,9225,344,15129,1,328,16000,9,0,1,94.56,104.88,1.0
VEH03014,Skoda,Kamiq,2023,2023-08-24,Diesel,Personnel,25494,22189,2025-05-09,15247,215,10247,1,365,20000,9,0,1,51.24,58.9,1.0
VEH03015,Hyundai,Tucson,2023,2023-11-05,Électrique,Flotte,31344,27205,2025-06-24,18546,169,12798,1,620,21000,9,0,1,60.94,27.26,1.0
VEH03016,Opel,Mokka,2018,2018-08-17,Diesel,Personnel,81132,12402,2025-02-18,62707,295,18425,5,365,20000,5,0,6,92.12,80.82,0.83
VEH03017,Renault,Kadjar,2011,2011-11-23,Diesel,Personnel,342916,26153,2024-12-11,339586,364,3330,13,365,20000,5,1,13,16.65,99.73,1.0
VEH03018,Volkswagen,Touran,2018,2018-07-26,Hybride,Personnel,99754,17031,2025-10-30,85306,41,14448,5,365,15000,8,0,6,96.32,11.23,0.83
VEH03019,Renault,Megane,2012,2012-02-09,Diesel,Personnel,191099,16099,2025-08-23,186184,109,4915,12,365,20000,6,1,12,24.58,29.86,1.0
VEH03020,Renault,Clio,2011,2011-02-26,Diesel,Personnel,321834,24656,2024-12-23,319132,352,2702,13,365,20000,5,2,13,13.51,96.44,1.0
VEH03021,BMW,Série 3,2021,2021-05-12,Essence,Personnel,45417,13029,2025-05-13,39998,211,5419,2,365,15000,7,0,3,36.13,57.81,0.67
VEH03022,Toyota,Camry,2018,2018-04-11,Essence,Personnel,66745,10387,2025-02-11,46847,302,19898,6,365,15000,7,0,6,132.65,82.74,1.0
VEH03023,BMW,X3,2016,2016-10-14,Hybride,Personnel,136629,16108,2025-08-18,116849,114,19780,9,365,15000,8,1,8,131.87,31.23,1.12
VEH03024,Toyota,Camry,2018,2018-03-11,Diesel,Professionnel,121850,20683,2024-12-11,115831,364,6019,7,328,16000,7,0,6,37.62,110.98,1.17
VEH03025,Mercedes,GLC,2024,2024-10-10,Diesel,Personnel,4709,28769,2025-04-29,0,225,7508,1,365,20000,7,0,0,37.54,61.64,1.0
VEH03026,Audi,A6,2023,2023-06-27,Essence,Personnel,16781,11831,2025-02-01,0,312,16993,1,365,15000,9,0,1,113.29,85.48,1.0
VEH03027,Peugeot,Rifter,2024,2024-01-05,Diesel,Personnel,5101,29462,2024-10-10,576,426,4525,1,365,20000,9,0,0,22.62,116.71,1.0
VEH03028,Hyundai,i30,2023,2023-01-07,Essence,Personnel,33515,25695,2025-04-12,26310,242,7205,1,365,15000,8,0,1,48.03,66.3,1.0
VEH03029,Opel,Corsa,2020,2020-05-12,Hybride,Professionnel,81970,20540,2024-10-03,69985,433,11985,3,328,12000,7,1,4,99.88,132.01,0.75
VEH03030,Audi,Q3,2016,2016-07-07,Électrique,Personnel,230575,28714,2025-01-26,221624,318,8951,8,730,30000,7,0,8,29.84,43.56,1.0
VEH03031,Audi,A4,2015,2015-04-22,Essence,Personnel,229292,25644,2025-07-12,226818,151,2474,7,365,15000,8,0,9,16.49,41.37,0.78
VEH03032,Ford,Puma,2011,2011-11-09,Diesel,Personnel,169994,13230,2025-09-19,158718,82,11276,16,365,20000,5,2,13,56.38,22.47,1.23
VEH03033,Hyundai,Santa Fe,2013,2013-12-28,Électrique,Personnel,176951,16085,2025-03-12,173178,273,3773,13,730,30000,5,0,11,12.58,37.4,1.18
VEH03034,Mercedes,Classe A,2014,2014-04-03,Diesel,Professionnel,95033,8788,2025-11-24,77696,16,17337,8,328,16000,8,0,10,108.36,4.88,0.8
VEH03035,Volkswagen,Polo,2022,2022-08-16,Diesel,Personnel,64796,28630,2025-08-10,46756,122,18040,1,365,20000,8,0,2,90.2,33.42,0.5
VEH03036,BMW,X3,2013,2013-06-11,Diesel,Personnel,205859,18157,2025-10-07,194419,64,11440,13,365,20000,8,0,11,57.2,17.53,1.18
VEH03037,Volkswagen,T-Roc,2013,2013-10-24,Diesel,Personnel,140917,12179,2025-07-17,133044,146,7873,8,365,20000,5,0,11,39.36,40.0,0.73
VEH03038,Nissan,Micra,2013,2013-05-27,Essence,Personnel,175652,15293,2025-07-26,154995,137,20657,11,365,15000,8,1,11,137.71,37.53,1.0
